verified_batch,decision_id,entity_type,entity_id,held_fields,reason
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1D0014,Career,C000665,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1D0015,Career,C000666,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1D0016,Career,C000667,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0002,Career,C000668,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0003,Career,C000669,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0004,Career,C000670,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0006,Career,C000671,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0007,Career,C000672,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0008,Career,C000673,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0010,Career,C000674,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0011,Career,C000675,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0012,Career,C000676,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0014,Career,C000677,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0015,Career,C000678,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2D0016,Career,C000679,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0002,Career,C000680,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0003,Career,C000681,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0004,Career,C000682,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0006,Career,C000683,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0007,Career,C000684,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0008,Career,C000685,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0010,Career,C000686,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0011,Career,C000687,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0012,Career,C000688,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0014,Career,C000689,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0015,Career,C000690,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1D0016,Career,C000691,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0002,Career,C000692,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0003,Career,C000693,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0004,Career,C000694,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0006,Career,C000695,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0007,Career,C000696,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0008,Career,C000697,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0010,Career,C000698,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0011,Career,C000699,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0012,Career,C000700,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0014,Career,C000701,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0015,Career,C000702,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2D0016,Career,C000703,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0002,Career,C000704,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0003,Career,C000705,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0004,Career,C000706,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0006,Career,C000707,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0007,Career,C000708,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0008,Career,C000709,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0010,Career,C000710,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0011,Career,C000711,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3D0012,Career,C000712,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0002,Career,C000713,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0003,Career,C000714,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0004,Career,C000715,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0006,Career,C000716,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0007,Career,C000717,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0008,Career,C000718,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0010,Career,C000719,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0011,Career,C000720,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0012,Career,C000721,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0014,Career,C000722,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0015,Career,C000723,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1D0016,Career,C000724,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 2 (尽誠学園高等学校（第2弾 学校4/12）),B22W2D0002,Career,C000725,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 22 Wave 2 (尽誠学園高等学校（第2弾 学校4/12）),B22W2D0003,Career,C000726,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0002,Career,C000727,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0003,Career,C000728,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0004,Career,C000729,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0006,Career,C000730,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0007,Career,C000731,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0008,Career,C000732,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0010,Career,C000733,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0011,Career,C000734,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0012,Career,C000735,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0014,Career,C000736,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0015,Career,C000737,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1D0016,Career,C000738,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1D0002,Career,C000739,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1D0003,Career,C000740,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1D0004,Career,C000741,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1D0006,Career,C000742,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1D0007,Career,C000743,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1D0008,Career,C000744,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1D0002,Career,C000745,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1D0003,Career,C000768,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1D0004,Career,C000746,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1D0006,Career,C000747,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1D0007,Career,C000748,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1D0008,Career,C000749,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1D0002,Career,C000750,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1D0003,Career,C000751,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1D0004,Career,C000752,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 27 Wave 1 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W1D0002,Career,C000753,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 27 Wave 1 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W1D0003,Career,C000754,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 27 Wave 1 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W1D0004,Career,C000755,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 27 Wave 2 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W2D0002,Career,C000756,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 27 Wave 2 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W2D0003,Career,C000757,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 27 Wave 2 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W2D0004,Career,C000758,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1D0002,Career,C000759,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1D0003,Career,C000760,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1D0004,Career,C000761,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 29 Wave 1 (大阪桐蔭高等学校（第2弾 学校11/12）),B29W1D0002,Career,C000762,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 29 Wave 1 (大阪桐蔭高等学校（第2弾 学校11/12）),B29W1D0003,Career,C000763,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 29 Wave 1 (大阪桐蔭高等学校（第2弾 学校11/12）),B29W1D0004,Career,C000764,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 30 Wave 1 (近畿大学附属高等学校（第2弾 学校12/12）),B30W1D0002,Career,C000765,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 30 Wave 1 (近畿大学附属高等学校（第2弾 学校12/12）),B30W1D0003,Career,C000766,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 30 Wave 1 (近畿大学附属高等学校（第2弾 学校12/12）),B30W1D0004,Career,C000767,end,READY判断内の未確認項目としてVERIFIEDから除外
