verified_batch,source_id,title,publisher,url,accessed_at
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2S0002,阿部諒 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=15756,2026-09-26
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2S0003,遠藤祐亮 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8497,2026-09-26
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2S0004,田中晴瑛 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000435,2026-09-26
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2S0005,市場脩斗 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000446,2026-09-26
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1S0002,上澤俊喜 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000039,2026-09-26
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1S0003,中村浩陸 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30349,2026-09-26
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1S0004,小澤飛悠 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000498,2026-09-26
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1S0005,星野京介 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000108,2026-09-26
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2S0002,坂本聖芽 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000027,2026-09-26
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2S0003,宇都直輝 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8503,2026-09-26
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2S0004,張本天傑 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8738,2026-09-26
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2S0005,中村瀬那 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=34792,2026-09-26
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3S0002,吉本大心 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=7482,2026-09-26
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3S0003,ワンウェイジャ 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000041,2026-09-26
Batch 21 Wave 3 (中部大学第一高等学校（第2弾 学校3/12）),B21W3S0004,中村拓人 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000023,2026-09-26
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1S0002,松尾河秋 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000367,2026-09-26
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1S0003,髙岡圭汰朗 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000129,2026-09-26
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1S0004,上田隼輔 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000137,2026-09-26
Batch 22 Wave 1 (尽誠学園高等学校（第2弾 学校4/12）),B22W1S0005,笠井康平 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=18167,2026-09-26
Batch 22 Wave 2 (尽誠学園高等学校（第2弾 学校4/12）),B22W2S0002,若狭功希 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=25272,2026-09-26
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1S0002,熊谷航 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=19957,2026-09-26
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1S0003,久岡幸太郎 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=18478,2026-09-26
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1S0004,久岡賢太郎 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=34704,2026-09-26
Batch 23 Wave 1 (前橋育英高等学校（第2弾 学校5/12）),B23W1S0005,船生誠也 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8737,2026-09-26
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1S0002,渡部琉 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000035,2026-09-26
Batch 24 Wave 1 (正智深谷高等学校（第2弾 学校6/12）),B24W1S0003,常田耕平 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000040,2026-09-26
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1S0002,ブラブサナグロリダ 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=39532,2026-09-26
Batch 25 Wave 1 (帝京長岡高等学校（第2弾 学校7/12）),B25W1S0003,遠藤善 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000044,2026-09-26
Batch 26 Wave 1 (桜丘高等学校（第2弾 学校8/12）),B26W1S0002,モッチラミン 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30405,2026-09-26
Batch 27 Wave 1 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W1S0002,盛實海翔 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=19998,2026-09-26
Batch 27 Wave 2 (秋田県立能代工業高等学校（第2弾 学校9/12）),B27W2S0002,中嶋正尭 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=16023,2026-09-26
Batch 28 Wave 1 (報徳学園高等学校（第2弾 学校10/12）),B28W1S0002,宇都宮陸 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000124,2026-09-26
Batch 29 Wave 1 (大阪桐蔭高等学校（第2弾 学校11/12）),B29W1S0002,金友蓮 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000596,2026-09-26
Batch 30 Wave 1 (近畿大学附属高等学校（第2弾 学校12/12）),B30W1S0002,西野曜 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30468,2026-09-26
