verified_batch,record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0014,Person,P000195,birth_date,1999-05-18,B19W1S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0015,Career,C000638,organization_id,ORG000123,B19W1S0004,基本情報 > 出身校（高）：桐光学園高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0016,Career,C000639,organization_id,ORG000210,B19W1S0004,基本情報 > 出身校（大）：神奈川大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0017,Career,C000640,organization_id,ORG000106,B19W1S0004,クラブ所属履歴 > 「2026-27 琉球」「2025-26 琉球」,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,川崎（2024-25、1シーズン）・長崎（2022-23〜2023-24、2シーズン）は今回のWaveでは対象外。詳細はissue B19W1I0008を参照
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0018,Career,C000640,start,2025,B19W1S0004,クラブ所属履歴 > 「2026-27 琉球」「2025-26 琉球」,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0019,Person,P000196,name,喜多川 修平,B19W1S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0020,Person,P000196,birth_date,1985-10-01,B19W1S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0021,Career,C000641,organization_id,ORG000123,B19W1S0005,基本情報 > 出身校（高）：桐光学園高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0022,Career,C000642,organization_id,ORG000018,B19W1S0005,基本情報 > 出身校（大）：専修大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0023,Career,C000643,organization_id,ORG000190,B19W1S0005,クラブ所属履歴 > 「2026-27 越谷」〜「2023-24 越谷」,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,宇都宮（2019-20〜2022-23）・栃木（2017-18〜2018-19、所属履歴上の当時表記。batch_010で同一クラブと確認済みの宇都宮ブレックス改称前名称。深掘り時は既存方針どおり当時名称で記録）・琉球（2016-17）は今回のWaveでは対象外。詳細はissue B19W1I0011を参照
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1E0024,Career,C000643,start,2023,B19W1S0005,クラブ所属履歴 > 「2026-27 越谷」〜「2023-24 越谷」,B.LEAGUE公式のクラブ所属履歴で2023-24シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0001,Person,P000197,name,須藤 昂矢,B19W2S0002,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0002,Person,P000197,birth_date,1997-05-15,B19W2S0002,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0003,Career,C000644,organization_id,ORG000123,B19W2S0002,基本情報 > 出身校（高）：桐光学園高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0004,Career,C000645,organization_id,ORG000124,B19W2S0002,基本情報 > 出身校（大）：明治大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0005,Career,C000646,organization_id,ORG000055,B19W2S0002,クラブ所属履歴 > 「2026-27 横浜BC」〜「2020-21 横浜BC」,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,西宮（2019-20、1シーズン）は今回のWaveでは対象外。詳細はissue B19W2I0003を参照
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0006,Career,C000646,start,2020,B19W2S0002,クラブ所属履歴 > 「2026-27 横浜BC」〜「2020-21 横浜BC」,B.LEAGUE公式のクラブ所属履歴で2020-21シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0007,Person,P000198,name,兪 龍海,B19W2S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0008,Person,P000198,birth_date,2001-07-09,B19W2S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0009,Career,C000647,organization_id,ORG000123,B19W2S0003,基本情報 > 出身校（高）：桐光学園高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0010,Career,C000648,organization_id,ORG000136,B19W2S0003,基本情報 > 出身校（大）：早稲田大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0011,Career,C000649,organization_id,ORG000097,B19W2S0003,クラブ所属履歴 > 「2026-27 三遠」（直前は「2025-26 横浜BC」）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,横浜BC（2025-26）・三遠（2023-24〜2024-25、および2020-21）は今回のWaveでは対象外。詳細はissue B19W2I0006を参照
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0012,Career,C000649,start,2026,B19W2S0003,クラブ所属履歴 > 「2026-27 三遠」（直前は「2025-26 横浜BC」）,B.LEAGUE公式のクラブ所属履歴で2026-27シーズンの三遠復帰を確認（既存の復帰時開始年方針により2026とする）,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0013,Person,P000199,name,植松 義也,B19W2S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0014,Person,P000199,birth_date,1998-12-18,B19W2S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0015,Career,C000650,organization_id,ORG000123,B19W2S0004,基本情報 > 出身校（高）：桐光学園高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0016,Career,C000651,organization_id,ORG000124,B19W2S0004,基本情報 > 出身校（大）：明治大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0017,Career,C000652,organization_id,ORG000142,B19W2S0004,クラブ所属履歴 > 「2026-27 大阪」「2025-26 大阪」,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,琉球（2022-23〜2024-25、3シーズン）・福岡（2020-21〜2021-22、2シーズン）は今回のWaveでは対象外。詳細はissue B19W2I0010を参照
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0018,Career,C000652,start,2025,B19W2S0004,クラブ所属履歴 > 「2026-27 大阪」「2025-26 大阪」,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0019,Person,P000200,name,宮本 一樹,B19W2S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0020,Person,P000200,birth_date,1999-06-17,B19W2S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0021,Career,C000653,organization_id,ORG000123,B19W2S0005,基本情報 > 出身校（高）：桐光学園高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0022,Career,C000654,organization_id,ORG000136,B19W2S0005,基本情報 > 出身校（大）：早稲田大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0023,Career,C000655,organization_id,ORG000149,B19W2S0005,クラブ所属履歴 > 「2026-27 富山」「2025-26 富山」,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,滋賀（2023-24〜2024-25、2シーズン）・FE名古屋（2021-22〜2022-23、2シーズン）は今回のWaveでは対象外。詳細はissue B19W2I0013を参照
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2E0024,Career,C000655,start,2025,B19W2S0005,クラブ所属履歴 > 「2026-27 富山」「2025-26 富山」,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0001,Person,P000201,name,平良 彰吾,B20W1S0002,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0002,Person,P000201,birth_date,1997-04-02,B20W1S0002,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0003,Career,C000656,organization_id,ORG000211,B20W1S0002,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0004,Career,C000657,organization_id,ORG000031,B20W1S0002,基本情報 > 出身校（大）：拓殖大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0005,Career,C000658,organization_id,ORG000130,B20W1S0002,クラブ所属履歴 > 「2026-27 三河」（直前は「2025-26 琉球」）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,琉球（2024-25〜2025-26）・横浜EX（2023-24〜2024-25。2024-25は琉球と両方の行がありシーズン途中の移籍とみられるが時期は未確認）・湘南（2022-23）・品川（2021-22）・福岡（2019-20〜2020-21）。いずれも所属履歴上の略称で、正式クラブ名は未確認は今回のWaveでは対象外。詳細はissue B20W1I0003を参照
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0006,Career,C000658,start,2026,B20W1S0002,クラブ所属履歴 > 「2026-27 三河」（直前は「2025-26 琉球」）,B.LEAGUE公式のクラブ所属履歴で2026-27シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0007,Person,P000202,name,古牧 昌也,B20W1S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0008,Person,P000202,birth_date,1993-06-19,B20W1S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0009,Career,C000659,organization_id,ORG000211,B20W1S0003,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0010,Career,C000660,organization_id,ORG000121,B20W1S0003,基本情報 > 出身校（大）：日本大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0011,Career,C000661,organization_id,ORG000183,B20W1S0003,クラブ所属履歴 > 「2026-27 埼玉」（直前は「2025-26 奈良」）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,奈良（2022-23〜2025-26）・横浜BC（2021-22）・群馬（2018-19〜2020-21）・東京Z（2017-18）は今回のWaveでは対象外。詳細はissue B20W1I0006を参照
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0012,Career,C000661,start,2026,B20W1S0003,クラブ所属履歴 > 「2026-27 埼玉」（直前は「2025-26 奈良」）,B.LEAGUE公式のクラブ所属履歴で2026-27シーズンからの在籍を確認（所属履歴上の略称「埼玉」、選手一覧の現所属表記はさいたまブロンコス）,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0013,Person,P000203,name,野﨑 由之,B20W1S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0014,Person,P000203,birth_date,2000-02-08,B20W1S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0015,Career,C000662,organization_id,ORG000211,B20W1S0004,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0016,Career,C000663,organization_id,ORG000018,B20W1S0004,基本情報 > 出身校（大）：専修大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0017,Career,C000664,organization_id,ORG000149,B20W1S0004,クラブ所属履歴 > 「2026-27 富山」〜「2021-22 富山」（履歴は富山のみ）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0018,Career,C000664,start,2021,B20W1S0004,クラブ所属履歴 > 「2026-27 富山」〜「2021-22 富山」（履歴は富山のみ）,B.LEAGUE公式のクラブ所属履歴で2021-22シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0019,Person,P000204,name,赤穂 雷太,B20W1S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0020,Person,P000204,birth_date,1998-08-28,B20W1S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0021,Career,C000665,organization_id,ORG000211,B20W1S0005,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0022,Career,C000666,organization_id,ORG000030,B20W1S0005,基本情報 > 出身校（大）：青山学院大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0023,Career,C000667,organization_id,ORG000137,B20W1S0005,クラブ所属履歴 > 「2026-27 秋田」〜「2023-24 秋田」,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,横浜BC（2022-23）・千葉J（2020-21〜2021-22）・横浜（2019-20。所属履歴上は「横浜」のみで、どのクラブを指すかは未確認）は今回のWaveでは対象外。詳細はissue B20W1I0011を参照
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1E0024,Career,C000667,start,2023,B20W1S0005,クラブ所属履歴 > 「2026-27 秋田」〜「2023-24 秋田」,B.LEAGUE公式のクラブ所属履歴で2023-24シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0001,Person,P000205,name,阿部 諒,B20W2S0002,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0002,Person,P000205,birth_date,1995-05-04,B20W2S0002,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0003,Career,C000668,organization_id,ORG000211,B20W2S0002,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0004,Career,C000669,organization_id,ORG000031,B20W2S0002,基本情報 > 出身校（大）：拓殖大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0005,Career,C000670,organization_id,ORG000048,B20W2S0002,クラブ所属履歴 > 「2026-27 佐賀」「2025-26 佐賀」,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,SR渋谷（2024-25、および2017-18）・仙台（2023-24）・島根（2018-19〜2022-23）は今回のWaveでは対象外。詳細はissue B20W2I0003を参照
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0006,Career,C000670,start,2025,B20W2S0002,クラブ所属履歴 > 「2026-27 佐賀」「2025-26 佐賀」,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0007,Person,P000206,name,遠藤 祐亮,B20W2S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0008,Person,P000206,birth_date,1989-10-19,B20W2S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0009,Career,C000671,organization_id,ORG000211,B20W2S0003,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0010,Career,C000672,organization_id,ORG000128,B20W2S0003,基本情報 > 出身校（大）：大東文化大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0011,Career,C000673,organization_id,ORG000047,B20W2S0003,クラブ所属履歴 > 「2026-27 宇都宮」〜「2019-20 宇都宮」「2018-19 栃木」〜「2016-17 栃木」（連続在籍）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0012,Career,C000673,start,2016,B20W2S0003,クラブ所属履歴 > 「2026-27 宇都宮」〜「2019-20 宇都宮」「2018-19 栃木」〜「2016-17 栃木」（連続在籍）,B.LEAGUE公式のクラブ所属履歴で2016-17シーズン（栃木ブレックス時代）からの連続在籍を確認。batch_010の竹内公輔と同じく改称前からの加入年を開始年とした,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0013,Person,P000207,name,田中 晴瑛,B20W2S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0014,Person,P000207,birth_date,2003-02-01,B20W2S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0015,Career,C000674,organization_id,ORG000211,B20W2S0004,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0016,Career,C000675,organization_id,ORG000212,B20W2S0004,基本情報 > 出身校（大）：駒澤大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0017,Career,C000676,organization_id,ORG000149,B20W2S0004,クラブ所属履歴 > 「2026-27 富山」〜「2024-25 富山」（履歴は富山のみ）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0018,Career,C000676,start,2024,B20W2S0004,クラブ所属履歴 > 「2026-27 富山」〜「2024-25 富山」（履歴は富山のみ）,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの在籍を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0019,Person,P000208,name,市場 脩斗,B20W2S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0020,Person,P000208,birth_date,2003-02-14,B20W2S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-26,
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2E0021,Career,C000677,organization_id,ORG000211,B20W2S0005,基本情報 > 出身校（高）：船橋市立船橋高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-26,
