verified_batch,issue_id,person_id,name,related_id,issue_type,description,disposition
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1I0011,P000196,喜多川 修平,P000196,PRO_HISTORY_GAPS,喜多川修平は現所属（越谷アルファーズ、2023-24〜）以前に宇都宮（2019-20〜2022-23）・栃木（2017-18〜2018-19、所属履歴上の当時表記。batch_010で同一クラブと確認済みの宇都宮ブレックス改称前名称。深掘り時は既存方針どおり当時名称で記録）・琉球（2016-17）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 1 (桐光学園高等学校（第2弾 学校1/12）),B19W1I0012,P000196,喜多川 修平,P000196,PRE_BLEAGUE_HISTORY,喜多川修平のB.LEAGUE公式クラブ所属履歴は2016-17シーズン（B.LEAGUE開幕）以降のみ掲載されている。1985年生まれで大学卒業後にB.LEAGUE開幕前のリーグでプレーしていた可能性があるが、公式資料で未確認のため記録していない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0001,P000197,須藤 昂矢,C000644,HIGH_SCHOOL_PERIOD,須藤昂矢の桐光学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0002,P000197,須藤 昂矢,C000645,UNIVERSITY_PERIOD,須藤昂矢の明治大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0003,P000197,須藤 昂矢,P000197,PRO_HISTORY_GAPS,須藤昂矢は現所属（横浜ビー・コルセアーズ、2020-21〜）以前に西宮（2019-20、1シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0004,P000198,兪 龍海,C000647,HIGH_SCHOOL_PERIOD,兪龍海の桐光学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0005,P000198,兪 龍海,C000648,UNIVERSITY_PERIOD,兪龍海の早稲田大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0006,P000198,兪 龍海,P000198,PRO_HISTORY_GAPS,兪龍海は現所属（三遠ネオフェニックス、2026-27〜、復帰）以前に横浜BC（2025-26）・三遠（2023-24〜2024-25、および2020-21）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0007,P000198,兪 龍海,P000198,CAREER_TIMELINE_NOTE,兪龍海のクラブ所属履歴は2020-21三遠の次が2023-24三遠で、2021-22・2022-23の行がない。大学在学中の登録（特別指定選手等）の可能性があるが、公式資料で種別を確認していないため推測で記録しない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0008,P000199,植松 義也,C000650,HIGH_SCHOOL_PERIOD,植松義也の桐光学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0009,P000199,植松 義也,C000651,UNIVERSITY_PERIOD,植松義也の明治大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0010,P000199,植松 義也,P000199,PRO_HISTORY_GAPS,植松義也は現所属（大阪エヴェッサ、2025-26〜）以前に琉球（2022-23〜2024-25、3シーズン）・福岡（2020-21〜2021-22、2シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0011,P000200,宮本 一樹,C000653,HIGH_SCHOOL_PERIOD,宮本一樹の桐光学園高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0012,P000200,宮本 一樹,C000654,UNIVERSITY_PERIOD,宮本一樹の早稲田大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 19 Wave 2 (桐光学園高等学校（第2弾 学校1/12）),B19W2I0013,P000200,宮本 一樹,P000200,PRO_HISTORY_GAPS,宮本一樹は現所属（富山グラウジーズ、2025-26〜）以前に滋賀（2023-24〜2024-25、2シーズン）・FE名古屋（2021-22〜2022-23、2シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0001,P000201,平良 彰吾,C000656,HIGH_SCHOOL_PERIOD,平良彰吾の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0002,P000201,平良 彰吾,C000657,UNIVERSITY_PERIOD,平良彰吾の拓殖大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0003,P000201,平良 彰吾,P000201,PRO_HISTORY_GAPS,平良彰吾は現所属（シーホース三河、2026-27〜）以前に琉球（2024-25〜2025-26）・横浜EX（2023-24〜2024-25。2024-25は琉球と両方の行がありシーズン途中の移籍とみられるが時期は未確認）・湘南（2022-23）・品川（2021-22）・福岡（2019-20〜2020-21）。いずれも所属履歴上の略称で、正式クラブ名は未確認の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0004,P000202,古牧 昌也,C000659,HIGH_SCHOOL_PERIOD,古牧昌也の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0005,P000202,古牧 昌也,C000660,UNIVERSITY_PERIOD,古牧昌也の日本大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0006,P000202,古牧 昌也,P000202,PRO_HISTORY_GAPS,古牧昌也は現所属（さいたまブロンコス、2026-27〜）以前に奈良（2022-23〜2025-26）・横浜BC（2021-22）・群馬（2018-19〜2020-21）・東京Z（2017-18）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0007,P000203,野﨑 由之,C000662,HIGH_SCHOOL_PERIOD,野﨑由之の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0008,P000203,野﨑 由之,C000663,UNIVERSITY_PERIOD,野﨑由之の専修大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0009,P000204,赤穂 雷太,C000665,HIGH_SCHOOL_PERIOD,赤穂雷太の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0010,P000204,赤穂 雷太,C000666,UNIVERSITY_PERIOD,赤穂雷太の青山学院大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 1 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W1I0011,P000204,赤穂 雷太,P000204,PRO_HISTORY_GAPS,赤穂雷太は現所属（秋田ノーザンハピネッツ、2023-24〜）以前に横浜BC（2022-23）・千葉J（2020-21〜2021-22）・横浜（2019-20。所属履歴上は「横浜」のみで、どのクラブを指すかは未確認）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0001,P000205,阿部 諒,C000668,HIGH_SCHOOL_PERIOD,阿部諒の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0002,P000205,阿部 諒,C000669,UNIVERSITY_PERIOD,阿部諒の拓殖大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0003,P000205,阿部 諒,P000205,PRO_HISTORY_GAPS,阿部諒は現所属（佐賀バルーナーズ、2025-26〜）以前にSR渋谷（2024-25、および2017-18）・仙台（2023-24）・島根（2018-19〜2022-23）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0004,P000206,遠藤 祐亮,C000671,HIGH_SCHOOL_PERIOD,遠藤祐亮の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0005,P000206,遠藤 祐亮,C000672,UNIVERSITY_PERIOD,遠藤祐亮の大東文化大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0006,P000206,遠藤 祐亮,C000673,ORG_NAME_HISTORY,宇都宮ブレックス（ORG000047）は2019年7月に「栃木ブレックス」から改称した（batch_010 issue B10W1I0006で確認済み）。遠藤祐亮は改称前の2016-17から在籍しており、所属履歴も2018-19までは「栃木」表記だが、単一名称スキーマでは改称前の呼称を表現できないため、既存方針どおりORG000047の1件のCareerとして登録した。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0007,P000206,遠藤 祐亮,P000206,PRE_BLEAGUE_HISTORY,遠藤祐亮のB.LEAGUE公式クラブ所属履歴は2016-17シーズン（B.LEAGUE開幕）以降のみ掲載されている。それ以前の経歴は公式資料で未確認のため記録していない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0008,P000207,田中 晴瑛,C000674,HIGH_SCHOOL_PERIOD,田中晴瑛の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0009,P000207,田中 晴瑛,C000675,UNIVERSITY_PERIOD,田中晴瑛の駒澤大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0010,P000208,市場 脩斗,C000677,HIGH_SCHOOL_PERIOD,市場脩斗の船橋市立船橋高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0011,P000208,市場 脩斗,C000678,UNIVERSITY_PERIOD,市場脩斗の専修大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 20 Wave 2 (船橋市立船橋高等学校（第2弾 学校2/12）),B20W2I0012,P000208,市場 脩斗,P000208,PRO_HISTORY_GAPS,市場脩斗は現所属（レバンガ北海道、2025-26〜）以前に越谷（2024-25、1シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0001,P000209,上澤 俊喜,C000680,HIGH_SCHOOL_PERIOD,上澤俊喜の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0002,P000209,上澤 俊喜,C000681,UNIVERSITY_PERIOD,上澤俊喜の日本大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0003,P000209,上澤 俊喜,P000209,PRO_HISTORY_GAPS,上澤俊喜は現所属（広島ドラゴンフライズ、2022-23〜）以前に富山（2020-21〜2021-22、2シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0004,P000210,中村 浩陸,C000683,HIGH_SCHOOL_PERIOD,中村浩陸の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0005,P000210,中村 浩陸,C000684,UNIVERSITY_PERIOD,中村浩陸の大東文化大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0006,P000210,中村 浩陸,P000210,PRO_HISTORY_GAPS,中村浩陸は現所属（アルバルク東京、2025-26〜）以前にFE名古屋（2022-23〜2024-25、3シーズン）・大阪（2019-20〜2021-22、3シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0007,P000211,小澤 飛悠,C000686,HIGH_SCHOOL_PERIOD,小澤飛悠の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0008,P000211,小澤 飛悠,C000687,UNIVERSITY_PERIOD,小澤飛悠の日本体育大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0009,P000212,星野 京介,C000689,HIGH_SCHOOL_PERIOD,星野京介の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0010,P000212,星野 京介,C000690,UNIVERSITY_PERIOD,星野京介の大東文化大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 1 (中部大学第一高等学校（第2弾 学校3/12）),B21W1I0011,P000212,星野 京介,P000212,PRO_HISTORY_GAPS,星野京介は現所属（信州ブレイブウォリアーズ、2026-27〜、復帰）以前に北海道（2024-25〜2025-26）・信州（2023-24）・滋賀（2021-22〜2022-23）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0001,P000213,坂本 聖芽,C000692,HIGH_SCHOOL_PERIOD,坂本聖芽の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0002,P000213,坂本 聖芽,C000693,UNIVERSITY_PERIOD,坂本聖芽の東海大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0003,P000213,坂本 聖芽,P000213,PRO_HISTORY_GAPS,坂本聖芽は現所属（大阪エヴェッサ、2025-26〜）以前に名古屋D（2020-21〜2024-25、5シーズン）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0004,P000214,宇都 直輝,C000695,HIGH_SCHOOL_PERIOD,宇都直輝の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0005,P000214,宇都 直輝,C000696,UNIVERSITY_PERIOD,宇都直輝の専修大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0006,P000214,宇都 直輝,P000214,PRO_HISTORY_GAPS,宇都直輝は現所属（富山グラウジーズ、2023-24〜、復帰）以前に奈良（2022-23）・富山（2016-17〜2021-22）の在籍がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0007,P000214,宇都 直輝,P000214,PRE_BLEAGUE_HISTORY,宇都直輝のB.LEAGUE公式クラブ所属履歴は2016-17シーズン（B.LEAGUE開幕）以降のみ掲載されている。それ以前の経歴は公式資料で未確認のため記録していない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0008,P000215,張本 天傑,C000698,HIGH_SCHOOL_PERIOD,張本天傑の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0009,P000215,張本 天傑,C000699,UNIVERSITY_PERIOD,張本天傑の青山学院大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0010,P000215,張本 天傑,P000215,PRE_BLEAGUE_HISTORY,張本天傑のB.LEAGUE公式クラブ所属履歴は2016-17シーズン（B.LEAGUE開幕）以降のみ掲載されている。B.LEAGUE開幕前に同クラブ（当時の名称は別途確認が必要。既存Organizationに三菱電機ダイヤモンドドルフィンズ ORG000104 がある）に在籍していた可能性があるが、公式資料で未確認のため開始年は2016とし、推測で遡らせていない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0011,P000216,中村 瀬那,C000701,HIGH_SCHOOL_PERIOD,中村瀬那の中部大学第一高等学校在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 21 Wave 2 (中部大学第一高等学校（第2弾 学校3/12）),B21W2I0012,P000216,中村 瀬那,C000702,UNIVERSITY_PERIOD,中村瀬那の天理大学在籍そのものはB.LEAGUE公式プロフィールで確認できたが、入学・卒業年月は資料に記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
