verified_batch,record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0014,Career,C000394,organization_id,ORG000031,B8W1S0006,選手一覧表 > 寒竹隼人 / 進学大学：拓殖大学,バスケWeb辞典でも拓殖大学進学を確認（独立した第2ソース）,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0015,Career,C000395,organization_id,ORG000040,B8W1S0003,現在の所属：ライジングゼファー福岡,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0016,Career,C000395,start,2023,B8W1S0003,クラブ所属履歴 > 「2023-24: 福岡」以降、2026-27まで継続,B.LEAGUE公式のクラブ所属履歴で2023-24シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0017,Person,P000113,name,青木 保憲,B8W1S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0018,Person,P000113,birth_date,1995-06-23,B8W1S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0019,Career,C000396,organization_id,ORG000127,B8W1S0001,TagID=35（福岡大学附属大濠高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,本人のB.LEAGUE公式プロフィールページ自体には出身校欄の記載が見当たらなかった
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0020,Career,C000396,organization_id,ORG000127,B8W1S0007,本文 > 「福岡大学附属大濠高校、筑波大学ではそれぞれキャプテンを務めた」,Wikipediaで大濠高校在学（キャプテン歴）を確認（独立した第2ソース）,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0021,Career,C000397,organization_id,ORG000166,B8W1S0006,選手一覧表 > 青木保憲 / 進学大学：筑波大学,バスケWeb辞典で筑波大学進学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0022,Career,C000397,organization_id,ORG000166,B8W1S0007,本文 > 「筑波大学ではそれぞれキャプテンを務めた」,Wikipediaでも筑波大学在学（キャプテン歴）を確認（独立した第2ソース）,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0023,Career,C000398,organization_id,ORG000142,B8W1S0004,現在の所属：大阪エヴェッサ（2025-26シーズン）,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0024,Career,C000398,start,2025,B8W1S0004,クラブ所属履歴 > 2025-26シーズンより大阪エヴェッサ,B.LEAGUE公式プロフィールで2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0025,Person,P000114,name,土家 大輝,B8W1S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0026,Person,P000114,birth_date,2000-04-05,B8W1S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0027,Career,C000399,organization_id,ORG000127,B8W1S0001,TagID=35（福岡大学附属大濠高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,本人のB.LEAGUE公式プロフィールページの「出身校」欄には大学名（早稲田大学）のみ表示され、高校は別欄に無い
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0028,Career,C000399,organization_id,ORG000127,B8W1S0006,選手一覧表 > 土家大輝（福岡大学附属大濠高校出身選手一覧に掲載）,バスケWeb辞典の大濠高校出身選手一覧に掲載（独立した第2ソース）,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0029,Career,C000400,organization_id,ORG000136,B8W1S0005,学歴 > 出身校：早稲田大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0030,Career,C000400,organization_id,ORG000136,B8W1S0006,選手一覧表 > 土家大輝 / 進学大学：早稲田大学,バスケWeb辞典でも早稲田大学進学を確認（独立した第2ソース）,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0031,Career,C000401,organization_id,ORG000150,B8W1S0005,現在の所属：信州（2025-26シーズン）,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 1 (福岡大学附属大濠高等学校（学校1/11）),B8W1E0032,Career,C000401,start,2025,B8W1S0005,クラブ所属履歴 > 「2025-26：信州」,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0001,Person,P000115,name,西田 陽成,B8W2S0001,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0002,Person,P000115,birth_date,2002-05-26,B8W2S0001,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0003,Career,C000402,organization_id,ORG000127,B8W2S0001,出身校（高校）：福岡大学附属大濠高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0004,Career,C000402,organization_id,ORG000127,B8W2S0007,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0005,Career,C000403,organization_id,ORG000015,B8W2S0001,出身校（大学）：東海大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0006,Career,C000404,organization_id,ORG000153,B8W2S0001,現在の所属クラブ：滋賀レイクス,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0007,Career,C000404,start,2024,B8W2S0001,クラブ所属履歴 > 「2024-25シーズン：滋賀レイクス」が初出,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0008,Person,P000116,name,泉 登翔,B8W2S0002,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0009,Person,P000116,birth_date,2003-07-04,B8W2S0002,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0010,Career,C000405,organization_id,ORG000127,B8W2S0007,TagID=35（福岡大学附属大濠高等学校）掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載,SUPPORTED,2026-09-24,本人のB.LEAGUE公式プロフィールページの出身校欄には大学名（日本大学）のみ表示され、高校の別欄記載はない
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0011,Career,C000406,organization_id,ORG000121,B8W2S0002,出身校：日本大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0012,Career,C000407,organization_id,ORG000149,B8W2S0002,現在の所属：富山グラウジーズ（2026-27シーズン）,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0013,Career,C000407,start,2025,B8W2S0002,クラブ所属履歴 > 「2025-26：富山グラウジーズ」が初出（前年は広島）,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0014,Person,P000117,name,間山 柊,B8W2S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0015,Person,P000117,birth_date,2003-01-14,B8W2S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0016,Career,C000408,organization_id,ORG000127,B8W2S0003,学歴 > 高校：福岡大学附属大濠高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0017,Career,C000408,organization_id,ORG000127,B8W2S0007,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0018,Career,C000409,organization_id,ORG000166,B8W2S0003,学歴 > 大学：筑波大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0019,Career,C000410,organization_id,ORG000171,B8W2S0003,現在：バンビシャス奈良,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0020,Career,C000410,start,2024,B8W2S0003,クラブ所属履歴 > 「2024-25シーズン：奈良」が初出,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0021,Person,P000118,name,針間 大知,B8W2S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0022,Person,P000118,birth_date,2003-05-10,B8W2S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0023,Career,C000411,organization_id,ORG000127,B8W2S0004,学歴 > 高校：福岡大学附属大濠高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0024,Career,C000411,organization_id,ORG000127,B8W2S0007,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0025,Career,C000412,organization_id,ORG000124,B8W2S0004,学歴 > 大学：明治大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0026,Career,C000413,organization_id,ORG000180,B8W2S0004,クラブ所属履歴 > 「2025-26シーズン：ファイティングイーグルス名古屋」,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0027,Career,C000413,start,2025,B8W2S0004,クラブ所属履歴 > 「2025-26シーズン：ファイティングイーグルス名古屋」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0028,Person,P000119,name,西田 公陽,B8W2S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0029,Person,P000119,birth_date,2001-06-05,B8W2S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0030,Career,C000414,organization_id,ORG000127,B8W2S0005,学歴 > 高校：福岡大学附属大濠高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0031,Career,C000414,organization_id,ORG000127,B8W2S0007,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0032,Career,C000415,organization_id,ORG000015,B8W2S0005,学歴 > 大学：東海大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0033,Career,C000416,organization_id,ORG000116,B8W2S0005,現在の所属：「2026-27 徳島」ガンバロウズ,B.LEAGUE公式プロフィールで現所属クラブを確認,SUPPORTED,2026-09-24,報道（バスケットボールキング等）によれば原契約はシーホース三河（ORG000130）で、徳島へは期限付き移籍（ローン）中。B.LEAGUE公式の出身校タグ一覧・選手プロフィールいずれも徳島を現所属として扱っているため、それに従って記録した
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0034,Career,C000416,start,2026,B8W2S0005,クラブ所属履歴 > 「2026-27：徳島（現所属）」,B.LEAGUE公式のクラブ所属履歴で2026-27シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0035,Person,P000120,name,渡邉 伶音,B8W2S0006,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0036,Person,P000120,birth_date,2006-04-02,B8W2S0006,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0037,Career,C000417,organization_id,ORG000127,B8W2S0008,本文 > 「福大大濠の渡邉伶音が特別指定選手としてA千葉入り」,B.LEAGUE媒体記事で福岡大学附属大濠高校出身であることを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0038,Career,C000417,organization_id,ORG000127,B8W2S0007,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0039,Career,C000418,organization_id,ORG000015,B8W2S0009,本文 > 「4月からは東海大学へ進学」,B.LEAGUE媒体記事で2025年4月の東海大学進学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0040,Career,C000418,start,2025,B8W2S0009,本文 > 「4月からは東海大学へ進学」（2025年3月31日付記事）,進学時期（2025年4月）を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0041,Career,C000418,end,2025,B8W2S0010,本文 > 「今春に東海大学へ進学していましたが...2025年7月をもって退学」,B.LEAGUE媒体記事で2025年7月の中退を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0042,Career,C000419,organization_id,ORG000144,B8W2S0010,本文 > アルティーリ千葉が2025-26シーズンの選手契約に合意,B.LEAGUE媒体記事でアルティーリ千葉との正式契約（2025年7月）を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2E0043,Career,C000419,start,2025,B8W2S0010,本文 > 「2025-26シーズンの選手契約に合意」（2025年7月16日付記事）,契約時期を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0001,Person,P000121,name,木林 優,B8W3S0001,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0002,Person,P000121,birth_date,2002-03-30,B8W3S0001,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0003,Career,C000420,organization_id,ORG000127,B8W3S0002,経歴 > 高校卒業後に筑波大学へ進学,Wikipediaで出身高校を確認,SUPPORTED,2026-09-24,本人のB.LEAGUE公式プロフィールページには学歴欄自体が存在しないため、Wikipediaを主ソースとした
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0004,Career,C000420,organization_id,ORG000127,B8W3S0008,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0005,Career,C000421,organization_id,ORG000166,B8W3S0002,経歴 > 高校卒業後に筑波大学へ進学,Wikipediaで出身大学を確認,SUPPORTED,2026-09-24,本人のB.LEAGUE公式プロフィールページには学歴欄自体が存在せず、B.LEAGUE公式での裏付けはとれていない
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0006,Career,C000422,organization_id,ORG000092,B8W3S0001,クラブ経歴 > 「2025-26：北海道」が初出（前年は長崎）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0007,Career,C000422,start,2025,B8W3S0001,クラブ経歴 > 「2025-26：北海道」が初出,B.LEAGUE公式のクラブ所属履歴で2025-26シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0008,Person,P000122,name,湧川 颯斗,B8W3S0003,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0009,Person,P000122,birth_date,2004-05-02,B8W3S0003,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0010,Career,C000423,organization_id,ORG000127,B8W3S0003,学歴 > 出身校（高）：福岡大学附属大濠高校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0011,Career,C000423,organization_id,ORG000127,B8W3S0008,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0012,Career,C000424,organization_id,ORG000097,B8W3S0003,クラブ経歴 > 「2024-25：三遠」が初出（前年は滋賀）,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0013,Career,C000424,start,2024,B8W3S0003,クラブ経歴 > 「2024-25：三遠」が初出,B.LEAGUE公式のクラブ所属履歴で2024-25シーズンからの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0014,Person,P000123,name,中田 嵩基,B8W3S0004,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0015,Person,P000123,birth_date,2000-07-11,B8W3S0004,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0016,Career,C000425,organization_id,ORG000127,B8W3S0004,学歴 > 出身校（高）：福岡大学附属大濠高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0017,Career,C000425,organization_id,ORG000127,B8W3S0008,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0018,Career,C000426,organization_id,ORG000166,B8W3S0004,学歴 > 出身校（大）：筑波大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0019,Career,C000427,organization_id,ORG000181,B8W3S0011,本文 > 「B2山形が福岡退団の中田嵩基を獲得」,B.LEAGUE媒体記事で山形ワイヴァンズへの加入を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0020,Career,C000427,start,2025,B8W3S0011,本文 > 2025年6月27日付記事、2025-26シーズンからの加入,記事日付・B.LEAGUE公式のクラブ所属履歴（2025-26：山形が初出）で加入時期を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0021,Person,P000124,name,平松 克樹,B8W3S0005,基本情報 > 選手名,B.LEAGUE公式プロフィールで氏名を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0022,Person,P000124,birth_date,2002-04-25,B8W3S0005,基本情報 > 生年月日,B.LEAGUE公式プロフィールで生年月日を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0023,Career,C000428,organization_id,ORG000127,B8W3S0005,学歴 > 出身校（高）：福岡大学附属大濠高等学校,B.LEAGUE公式プロフィールで出身高校を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0024,Career,C000428,organization_id,ORG000127,B8W3S0008,TagID=35掲載選手一覧,B.LEAGUE公式の出身校タグ一覧に掲載（独立した第2の公式確認）,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0025,Career,C000429,organization_id,ORG000124,B8W3S0005,学歴 > 出身校（大）：明治大学,B.LEAGUE公式プロフィールで出身大学を確認,SUPPORTED,2026-09-24,
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3E0026,Career,C000430,organization_id,ORG000180,B8W3S0005,クラブ経歴 > 「2024-25：FE名古屋」が初出,B.LEAGUE公式のクラブ所属履歴で現所属クラブを確認,SUPPORTED,2026-09-24,
