verified_batch,issue_id,person_id,name,related_id,issue_type,description,disposition
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3I0007,P000125,岩下 准平,C000433,LOAN_STATUS,岩下准平の滋賀レイクス在籍は、報道（滋賀レイクス公式・Yahoo!ニュース）によれば原契約は長崎ヴェルカ（ORG000135）であり、「育成契約選手制度」に基づき特別指定選手として加入した後、2026-27シーズンは期限付移籍（ローン）扱いとなっている。B.LEAGUE公式のクラブ所属履歴は滋賀を現所属として扱っているためそれに従って記録したが、ローン・原契約関係を表現するデータモデルが未整備。なお本人はニュース時点で筑波大学4年生であり、在学中の特別指定選手契約である点も西田公陽（batch_008/wave_02、issue B8W2I0003）と同様の未整備事項。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 8 Wave 4 (福岡大学附属大濠高等学校（学校1/11）),B8W4I0001,P000127,島﨑 輝,C000437,HIGH_SCHOOL_PERIOD,島﨑輝の福岡大学附属大濠高等学校在籍そのものは複数ソースで確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 8 Wave 4 (福岡大学附属大濠高等学校（学校1/11）),B8W4I0002,P000127,島﨑 輝,C000438,UNIVERSITY_PERIOD,島﨑輝の中央大学在籍そのものは確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0001,P000128|P000129|P000130|P000131|P000132|P000133,納見 悠仁、白戸 大聖、菅野 ブルース、山内 ジャヘル琉人、石川 海斗、八村 阿蓮,C000440|C000443|C000446|C000449|C000451|C000454,HIGH_SCHOOL_PERIOD,6名とも明成高等学校（現・仙台大学附属明成高等学校）在籍そのものは複数ソースで確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0002,P000128|P000129|P000130|P000132|P000133,納見 悠仁、白戸 大聖、菅野 ブルース、石川 海斗、八村 阿蓮,C000441|C000444|C000447|C000452|C000455,UNIVERSITY_PERIOD,5名（山内ジャヘル琉人を除く、大学情報が未確認）とも大学在籍そのものは確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0003,P000128,納見 悠仁,P000128,PRO_HISTORY_GAPS,納見悠仁は現所属（島根スサノオマジック、2024-25〜、2回目の在籍）以前に新潟アルビレックスBB（ORG000052、2020-21〜2021-22）、川崎ブレイブサンダース（ORG000122、2022-23〜2023-24）、および1回目の島根在籍（2019-20）でのプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0004,P000129,白戸 大聖,P000129,PRO_HISTORY_GAPS,白戸大聖は現所属（山形ワイヴァンズ、2023-24〜）以前にライジングゼファー福岡（ORG000040、2020-21〜2022-23）、仙台89ERS（ORG000132、2017-18〜2019-20）でのプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0005,P000132,石川 海斗,P000132,PRO_HISTORY_GAPS,石川海斗は現所属（熊本ヴォルターズ、2025-26〜、2回目の在籍）以前に仙台89ERS（ORG000132、2016-17〜2017-18）、信州ブレイブウォリアーズ（ORG000150、2018-19、2023-24〜2024-25）、1回目の熊本在籍（2019-20〜2020-21）、ファイティングイーグルス名古屋（ORG000180、2021-22〜2022-23）と複数回の移籍を伴う長いプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0006,P000133,八村 阿蓮,P000133,PRO_HISTORY_GAPS,八村阿蓮は現所属（神戸ストークス、2025-26〜）以前にサンロッカーズ渋谷（2020-21）、群馬クレインサンダーズ（ORG000143、2021-22〜2024-25）でのプロ経歴が神戸ストークス公式・バスケットボールキング記事で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。サンロッカーズ渋谷のOrganization IDは今回未確認のため付記していない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0007,P000130|P000131,菅野 ブルース、山内 ジャヘル琉人,C000446|C000449,ORG_NAME_HISTORY,明成高等学校は2020年4月に仙台大学附属明成高等学校へ改称した（Wikipediaで確認）。菅野ブルース・山内ジャヘル琉人は生年月日から判断して改称後の在学とみられ、B.LEAGUE公式のタグ一覧でも改称後の名称タグ「仙台大学附属明成高等学校」（旧名称の注記なし）に掲載されているが、当該Organization（ORG000147）は先に登録された安藤誓哉（改称前の卒業生）の在籍時の名称「明成高等学校」で登録済みであり、単一名称のスキーマでは改称後在籍者の実際の呼称を表現できない。既存レコードの名称を無断で変更しない方針（山口ペイトリオッツ/山口パッツファイブと同種の事例）に従い、名称は変更せず本issueに記録するのみとした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1I0008,P000133,八村 阿蓮,P000133,DISCOVERY_METHOD_GAP,八村阿蓮は現役B.LEAGUE選手（神戸ストークス）だが、B.LEAGUE公式のTagID=35タグ一覧の3種類の名称バリアント（明成高等学校(現・仙台大学附属明成高等学校)／仙台大学附属明成高等学校(旧・明成高等学校)／仙台大学附属明成高等学校）のいずれにも掲載されていなかった。j-cbaske.comの専門Wikiとのクロスチェックで発見した。タグ一覧のみに頼る発見手法には見落としのリスクがあることが判明した。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1I0001,P000134|P000135|P000136|P000137|P000138|P000139,星川 開聖、竹内 公輔、荒川 颯、笹山 貴哉、岩屋 頼、森井 健太,C000457|C000460|C000463|C000466|C000469|C000472,HIGH_SCHOOL_PERIOD,6名とも洛南高等学校在籍そのものは出身校タグ一覧で確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。個々のB.LEAGUE公式プロフィールページに高校名を明記した学歴欄があるかは今回未確認（出身校タグ一覧の掲載のみを根拠とした）。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1I0002,P000134|P000135|P000136|P000137|P000138|P000139,星川 開聖、竹内 公輔、荒川 颯、笹山 貴哉、岩屋 頼、森井 健太,C000458|C000461|C000464|C000467|C000470|C000473,UNIVERSITY_PERIOD,6名とも大学在籍そのものは出身校タグ一覧の選手カードで確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1I0003,P000135,竹内 公輔,P000135,PRO_HISTORY_GAPS,竹内公輔は宇都宮ブレックス（栃木ブレックス時代を含む、2016-17〜）の一貫した在籍として登録したが、それ以前の経歴は今回確認していない。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1I0004,P000136,荒川 颯,P000136,PRO_HISTORY_GAPS,荒川颯は現所属（宇都宮ブレックス、2026-27〜）以前にライジングゼファー福岡（ORG000040、2019-20）、ファイティングイーグルス名古屋（ORG000180、2020-21）、横浜エクセレンス（ORG000090、2021-22）、レバンガ北海道（ORG000092、2022-23）、琉球ゴールデンキングス（ORG000106、2023-24〜2025-26）と5クラブにまたがる長いプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1I0005,P000139,森井 健太,P000139,PRO_HISTORY_GAPS,森井健太は現所属（横浜ビー・コルセアーズ、2020-21〜）以前に新潟アルビレックスBB（ORG000052、2016-17〜2019-20）でのプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1I0006,P000135,竹内 公輔,C000462,ORG_NAME_HISTORY,宇都宮ブレックス（ORG000047）は2019年7月に「栃木ブレックス」から改称した（バスケットボールキング記事で確認）。竹内公輔は改称前の2016-17シーズンから在籍しているが、単一名称のスキーマでは改称前の呼称「栃木ブレックス」を表現できず、既存レコードの名称を無断で変更しない方針のためORG000047の登録名は変更していない（明成高等学校/仙台大学附属明成高等学校と同種の事例）。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1I0007,P000137,笹山 貴哉,C000468,DATA_QUALITY_NOTE,笹山貴哉のクラブ所属履歴に2016-17〜2020-21シーズン「名古屋D」と表示されるが、これは現所属のファイティングイーグルス名古屋（ORG000180、法人：豊通ファイティングイーグルス株式会社）とは無関係の別クラブ「名古屋ダイヤモンドドルフィンズ」（ORG000054）の略称であることを確認した（FE名古屋公式の呼称変更のお知らせで、FE名古屋は2020年に呼称のみ変更し法人・クラブ名は変更なしと確認）。誤って同一クラブとして継続在籍を記録しないよう、今回は2021-22シーズン以降のFE名古屋在籍のみを登録した。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0001,P000140|P000141|P000142|P000143|P000144|P000145,淺野 ケニー、飯尾 文哉、谷口 大智、寺嶋 良、谷口 光貴、大橋 大空,C000475|C000478|C000481|C000484|C000487|C000490,HIGH_SCHOOL_PERIOD,6名とも洛南高等学校在籍そのものは出身校タグ一覧で確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0002,P000140|P000141|P000142|P000143|P000144|P000145,淺野 ケニー、飯尾 文哉、谷口 大智、寺嶋 良、谷口 光貴、大橋 大空,C000476|C000479|C000482|C000485|C000488|C000491,UNIVERSITY_PERIOD,6名とも大学在籍そのものは出身校タグ一覧の選手カードで確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0003,P000140,淺野 ケニー,P000140,PRO_HISTORY_GAPS,淺野ケニーは現所属（群馬クレインサンダーズ、2024-25〜）以前に京都ハンナリーズ（ORG000042、2022-23）、三遠ネオフェニックス（ORG000097、2023-24）でのプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0004,P000141,飯尾 文哉,P000141,PRO_HISTORY_GAPS,飯尾文哉は現所属（島根スサノオマジック、2025-26〜）以前に大阪エヴェッサ（ORG000142、2021-22〜2024-25）でのプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0005,P000142,谷口 大智,P000142,PRO_HISTORY_GAPS,谷口大智は現所属（群馬クレインサンダーズ、2025-26〜）以前に秋田ノーザンハピネッツ（ORG000137、2016-17〜2018-19）、広島ドラゴンフライズ（ORG000110、2019-20〜2020-21）、茨城ロボッツ（ORG000103、2021-22）、島根スサノオマジック（ORG000155、2022-23〜2024-25）と4クラブにまたがる長いプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0006,P000143,寺嶋 良,P000143,PRO_HISTORY_GAPS,寺嶋良は現所属（広島ドラゴンフライズ、2021-22〜）以前に京都ハンナリーズ（ORG000042、2019-20〜2020-21）でのプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0007,P000144,谷口 光貴,P000144,PRO_HISTORY_GAPS,谷口光貴は現所属（ライジングゼファー福岡、2026-27〜、2回目の復帰）以前に川崎ブレイブサンダース（ORG000122、2016-17〜2018-19）、滋賀レイクス（ORG000153、2019-20〜2020-21）、香川ファイブアローズ（2020-21〜2021-22、Organization ID未確認）、熊本ヴォルターズ（ORG000067、2022-23）、1回目の福岡在籍（2023-24〜2024-25）、横浜ビー・コルセアーズ（ORG000055、2025-26）と、極めて多くのクラブを渡り歩く複雑な経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2I0008,P000145,大橋 大空,C000492,DATA_QUALITY_NOTE,大橋大空のB.LEAGUE公式クラブ所属履歴には2024-25シーズンの記載が見当たらず、2023-24（島根スサノオマジック、ORG000155）と2025-26（横浜エクセレンス）の間にデータの欠落がある可能性がある。start=2025として登録したが、2024-25シーズンの実際の所属（あるいは同シーズンの空白の理由）は未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3I0001,P000146|P000147|P000148|P000149|P000150|P000151,大庭 岳輝、伊藤 達哉、津屋 一球、小川 敦也、小林 遥太、伊藤 良太,C000493|C000496|C000499|C000502|C000505|C000508,HIGH_SCHOOL_PERIOD,6名とも洛南高等学校在籍そのものは出身校タグ一覧で確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3I0002,P000146|P000147|P000148|P000149|P000150|P000151,大庭 岳輝、伊藤 達哉、津屋 一球、小川 敦也、小林 遥太、伊藤 良太,C000494|C000497|C000500|C000503|C000506|C000509,UNIVERSITY_PERIOD,6名とも大学在籍そのものは出身校タグ一覧の選手カードで確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3I0003,P000146,大庭 岳輝,P000146,PRO_HISTORY_GAPS,大庭岳輝は現所属（越谷アルファーズ、2025-26〜）以前に京都ハンナリーズ（ORG000042、2019-20〜2020-21）、横浜ビー・コルセアーズ（ORG000055、2021-22〜2024-25）でのプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3I0004,P000147,伊藤 達哉,P000147,PRO_HISTORY_GAPS,伊藤達哉は現所属（広島ドラゴンフライズ、2025-26〜）以前に京都ハンナリーズ（ORG000042、2017-18〜2018-19）、大阪エヴェッサ（ORG000142、2019-20〜2020-21）、名古屋ダイヤモンドドルフィンズ（ORG000054、2021-22〜2023-24、ファイティングイーグルス名古屋とは別クラブ。wave_01の発見事項を参照）、琉球ゴールデンキングス（ORG000106、2024-25）と4クラブにまたがる長いプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3I0005,P000150,小林 遥太,P000150,PRO_HISTORY_GAPS,小林遥太は現所属（ライジングゼファー福岡、2026-27〜）以前に滋賀レイクス（ORG000153、2016-17〜2017-18）、名古屋ダイヤモンドドルフィンズ（ORG000054、2018-19〜2021-22、ファイティングイーグルス名古屋とは別クラブ）、仙台89ERS（ORG000132、2022-23〜2023-24）、バンビシャス奈良（ORG000171、2024-25〜2025-26）と4クラブにまたがる長いプロ経歴がB.LEAGUE公式のクラブ所属履歴で確認できるが、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3I0006,P000151,伊藤 良太,P000151,PRO_HISTORY_GAPS,伊藤良太は現所属（ウォルガ湘南、2026-27〜）以前に岐阜スゥープス（2018-19、Organization ID未確認）、岩手ビッグブルズ（ORG000173、2019-20〜2021-22）、しながわシティバスケットボールクラブ（ORG000174、2023-24〜2024-25）、愛媛オレンジバイキングス（ORG000091、2025-26）と極めて多くのクラブを渡り歩く経歴がB.LEAGUE公式のクラブ所属履歴で確認できる（2016-17には「東京海上日動」という記載もあるが、これはB.LEAGUE発足前の実業団チームである可能性が高くOrganizationとしての登録要否は未検討）が、今回のWaveでは現所属クラブのみを最小経路として登録し、過去クラブは対象外とした。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4I0001,P000152,大西 一輝,C000511,HIGH_SCHOOL_PERIOD,洛南高等学校在籍そのものは出身校タグ一覧・ファンサイトで確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4I0002,P000152,大西 一輝,C000512,UNIVERSITY_PERIOD,中京大学在籍そのものはヴィアティン三重公式サイト・ファンサイトで確認できたが、入学・卒業年月はいずれの資料にも記載がなく未確認。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4I0003,P000152,大西 一輝,C000513,DATA_QUALITY_NOTE,大西一輝のヴィアティン三重加入年（Career開始年）が、確認できたいずれの資料（クラブ公式サイト、ファンサイト、検索結果）にも明記されておらず未確認のためNULLのまま登録した。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4I0004,P000152,大西 一輝,P000152,DISCOVERY_METHOD_GAP,B.LEAGUE公式サイト自身に選手ID誤りのバグを発見：洛南高等学校タグ一覧のカード、およびヴィアティン三重のclub_detailロスターページの双方が、大西一輝の詳細ページとしてhttps://www.bleague.jp/roster_detail/?PlayerID=11482 をリンクしているが、実際にこのURLを開くと全く別人（ザック・モーア、1997-03-26生、元UCサンタバーバラ/UBC）のプロフィールが表示される。このPlayerIDは本Waveのソースとして使用せず、代わりにクラブ公式サイト（veertien-basketball.jp）とファンサイトを一次情報として採用した。なお、同姓同名で環太平洋大学出身の別のバスケットボール選手（球歴.comに掲載）が存在することも確認しており、生年月日の一致（2003-10-25）により本人とは別人であることを確認済み。,VERIFIEDへ含めず、追加の公式資料が得られるまで保留
