verified_batch,decision_id,entity_type,entity_id,held_fields,reason
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0004,Career,C000404,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0006,Career,C000405,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0007,Career,C000406,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0008,Career,C000407,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0010,Career,C000408,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0011,Career,C000409,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0012,Career,C000410,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0014,Career,C000411,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0015,Career,C000412,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0016,Career,C000413,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0018,Career,C000414,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0019,Career,C000415,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0020,Career,C000416,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0022,Career,C000417,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2D0024,Career,C000419,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0002,Career,C000420,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0003,Career,C000421,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0004,Career,C000422,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0006,Career,C000423,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0007,Career,C000424,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0009,Career,C000425,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0010,Career,C000426,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0011,Career,C000427,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0013,Career,C000428,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0014,Career,C000429,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0015,Career,C000430,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0017,Career,C000431,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0018,Career,C000432,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0019,Career,C000433,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0021,Career,C000434,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0022,Career,C000435,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3D0023,Career,C000436,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 4 (福岡大学附属大濠高等学校（学校1/11）),B8W4D0002,Career,C000437,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 4 (福岡大学附属大濠高等学校（学校1/11）),B8W4D0003,Career,C000438,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 8 Wave 4 (福岡大学附属大濠高等学校（学校1/11）),B8W4D0004,Career,C000439,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0002,Career,C000440,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0003,Career,C000441,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0004,Career,C000442,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0006,Career,C000443,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0007,Career,C000444,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0008,Career,C000445,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0010,Career,C000446,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0011,Career,C000447,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0012,Career,C000448,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0014,Career,C000449,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0015,Career,C000450,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0017,Career,C000451,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0018,Career,C000452,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0019,Career,C000453,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0021,Career,C000454,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0022,Career,C000455,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1D0023,Career,C000456,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0002,Career,C000457,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0003,Career,C000458,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0004,Career,C000459,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0006,Career,C000460,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0007,Career,C000461,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0008,Career,C000462,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0010,Career,C000463,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0011,Career,C000464,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0012,Career,C000465,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0014,Career,C000466,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0015,Career,C000467,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0016,Career,C000468,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0018,Career,C000469,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0019,Career,C000470,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0020,Career,C000471,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0022,Career,C000472,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0023,Career,C000473,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1D0024,Career,C000474,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0002,Career,C000475,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0003,Career,C000476,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0004,Career,C000477,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0006,Career,C000478,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0007,Career,C000479,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0008,Career,C000480,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0010,Career,C000481,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0011,Career,C000482,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0012,Career,C000483,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0014,Career,C000484,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0015,Career,C000485,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0016,Career,C000486,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0018,Career,C000487,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0019,Career,C000488,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0020,Career,C000489,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0022,Career,C000490,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0023,Career,C000491,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2D0024,Career,C000492,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0002,Career,C000493,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0003,Career,C000494,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0004,Career,C000495,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0006,Career,C000496,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0007,Career,C000497,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0008,Career,C000498,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0010,Career,C000499,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0011,Career,C000500,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0012,Career,C000501,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0014,Career,C000502,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0015,Career,C000503,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0016,Career,C000504,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0018,Career,C000505,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0019,Career,C000506,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0020,Career,C000507,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0022,Career,C000508,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0023,Career,C000509,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3D0024,Career,C000510,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4D0004,Career,C000511,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4D0005,Career,C000512,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4D0006,Career,C000513,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0002,Career,C000514,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0003,Career,C000515,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0004,Career,C000516,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0006,Career,C000517,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0007,Career,C000518,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0008,Career,C000519,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0010,Career,C000520,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1D0011,Career,C000521,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 12 Wave 1 (延岡学園高等学校（学校5/11）),B12W1D0002,Career,C000522,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 12 Wave 1 (延岡学園高等学校（学校5/11）),B12W1D0003,Career,C000523,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 12 Wave 1 (延岡学園高等学校（学校5/11）),B12W1D0004,Career,C000524,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0002,Career,C000525,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0003,Career,C000526,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0004,Career,C000527,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0006,Career,C000528,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0007,Career,C000529,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0009,Career,C000530,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0010,Career,C000531,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0011,Career,C000532,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0013,Career,C000533,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0014,Career,C000534,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1D0015,Career,C000535,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0002,Career,C000536,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0003,Career,C000537,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0004,Career,C000538,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0006,Career,C000539,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0007,Career,C000540,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0008,Career,C000541,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0010,Career,C000542,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0011,Career,C000543,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0012,Career,C000544,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0014,Career,C000545,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0015,Career,C000546,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2D0016,Career,C000547,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0002,Career,C000548,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0003,Career,C000549,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0004,Career,C000550,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0006,Career,C000551,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0007,Career,C000552,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0008,Career,C000553,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0010,Career,C000554,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0011,Career,C000555,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0012,Career,C000556,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0014,Career,C000557,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0015,Career,C000558,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1D0016,Career,C000559,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0002,Career,C000560,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0003,Career,C000561,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0004,Career,C000562,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0006,Career,C000563,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0007,Career,C000564,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0008,Career,C000565,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0010,Career,C000566,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0011,Career,C000567,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0012,Career,C000568,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0014,Career,C000569,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0015,Career,C000570,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2D0016,Career,C000571,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0002,Career,C000572,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0003,Career,C000573,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0004,Career,C000574,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0006,Career,C000575,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0007,Career,C000576,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0008,Career,C000577,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0010,Career,C000578,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0011,Career,C000579,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0012,Career,C000580,end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0014,Career,C000581,start|end,READY判断内の未確認項目としてVERIFIEDから除外
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3D0015,Career,C000582,start|end,READY判断内の未確認項目としてVERIFIEDから除外
