verified_batch,source_id,title,publisher,url,accessed_at
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0004,針間大知 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000592,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0005,西田公陽 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000362,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0006,渡邉伶音 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000352,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0007,ワタシノB.LEAGUE選手一覧 | 福岡大学附属大濠高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:福岡大学附属大濠高等学校,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0008,福大大濠の渡邉伶音が特別指定選手としてA千葉入り,B.LEAGUE（media_news）,https://www.bleague.jp/media_news/detail/id=444402,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0009,A千葉の渡邉伶音が特別指定選手の活動終了…4月からは東海大学へ進学,バスケットボールキング,https://basketballking.jp/news/japan/20250331/531962.html,2026-09-24
Batch 8 Wave 2 (福岡大学附属大濠高等学校（学校1/11）),B8W2S0010,東海大退学の渡邉伶音がA千葉と契約「責任と覚悟を持って決断」,B.LEAGUE（media_news）,https://www.bleague.jp/media_news/detail/id=533865,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0001,木林優 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000349,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0002,木林優,Wikipedia,https://ja.wikipedia.org/wiki/%E6%9C%A8%E6%9E%97%E5%84%AA,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0003,湧川颯斗 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000236,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0004,中田嵩基 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000246,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0005,平松克樹 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000443,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0006,岩下准平 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000586,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0007,浅井修伍 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000235,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0008,ワタシノB.LEAGUE選手一覧 | 福岡大学附属大濠高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:福岡大学附属大濠高等学校,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0009,滋賀レイクス、筑波大4年・岩下准平選手と契約 島根戦でプロデビュー,みんなの経済新聞ネットワーク（Yahoo!ニュース）,https://news.yahoo.co.jp/articles/4cc89ee36f835bab2dbbe9d0e3b41ec5302ebac3,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0011,B2山形が福岡退団の中田嵩基を獲得「山形の攻撃的なスタイルでプレーできることがとても楽しみ」,バスケットボールキング,https://basketballking.jp/news/japan/20250627/551529.html,2026-09-24
Batch 8 Wave 3 (福岡大学附属大濠高等学校（学校1/11）),B8W3S0012,浅井修伍がB1茨城からB2青森に移籍「成長した姿を」新天地で飛躍誓う,バスケットボールキング,https://basketballking.jp/news/japan/20250616/549475.html,2026-09-24
Batch 8 Wave 4 (福岡大学附属大濠高等学校（学校1/11）),B8W4S0001,島﨑輝 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=34423,2026-09-24
Batch 8 Wave 4 (福岡大学附属大濠高等学校（学校1/11）),B8W4S0002,ワタシノB.LEAGUE選手一覧 | 福岡大学附属大濠高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:福岡大学附属大濠高等学校,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0001,納見悠仁 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30399,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0002,白戸大聖 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=15832,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0003,菅野ブルース 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000431,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0004,山内ジャヘル琉人 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000441,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0005,石川海斗 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8722,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0006,八村 阿蓮,神戸ストークス,https://www.storks.jp/player_lp/allen_hachimura/,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0007,ワタシノB.LEAGUE選手一覧 | 明成高等学校(現・仙台大学附属明成高等学校),B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:明成高等学校(現・仙台大学附属明成高等学校),2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0008,ワタシノB.LEAGUE選手一覧 | 仙台大学附属明成高等学校(旧・明成高等学校),B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:仙台大学附属明成高等学校(旧・明成高等学校),2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0009,ワタシノB.LEAGUE選手一覧 | 仙台大学附属明成高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:仙台大学附属明成高等学校,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0010,明成高校出身のバスケットボール選手,j-cbaske.com（バスケWiki）,https://j-cbaske.com/baswiki/archives/5883,2026-09-24
Batch 9 Wave 1 (仙台大学附属明成高等学校（学校2/11）),B9W1S0011,群馬を退団した八村阿蓮、新天地は神戸に決定「港町・神戸に似合う男がやって参りました！」,バスケットボールキング,https://basketballking.jp/news/japan/b1/20250528/545755.html,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0001,ワタシノB.LEAGUE選手一覧 | 洛南高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:洛南高等学校,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0002,星川開聖 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000461,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0003,竹内公輔 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8726,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0004,荒川颯 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30458,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0005,笹山貴哉 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8517,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0006,岩屋頼 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000600,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0007,森井健太 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=10851,2026-09-24
Batch 10 Wave 1 (洛南高等学校（学校3/11）),B10W1S0008,宇都宮ブレックスが琉球を退団した荒川颯を獲得「自分自身の価値を証明するためにも、ブレックスというチームに新たな風を吹かせる」,バスケットカウント,https://basket-count.com/article/detail/265731,2026-09-24
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2S0001,ワタシノB.LEAGUE選手一覧 | 洛南高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:洛南高等学校,2026-09-24
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2S0002,淺野ケニー 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000232,2026-09-24
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2S0003,飯尾文哉 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000113,2026-09-24
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2S0004,谷口大智 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8470,2026-09-24
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2S0005,寺嶋良 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30400,2026-09-24
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2S0006,谷口光貴 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8488,2026-09-24
Batch 10 Wave 2 (洛南高等学校（学校3/11）),B10W2S0007,大橋大空 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000274,2026-09-24
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3S0001,ワタシノB.LEAGUE選手一覧 | 洛南高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:洛南高等学校,2026-09-24
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3S0002,大庭岳輝 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30401,2026-09-24
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3S0003,伊藤達哉 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=10849,2026-09-24
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3S0004,津屋一球 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000011,2026-09-24
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3S0005,小川敦也 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000228,2026-09-24
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3S0006,小林遥太 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8462,2026-09-24
Batch 10 Wave 3 (洛南高等学校（学校3/11）),B10W3S0007,伊藤良太 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=9234,2026-09-24
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4S0001,ワタシノB.LEAGUE選手一覧 | 洛南高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:洛南高等学校,2026-09-24
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4S0002,大西一輝選手 選手詳細,ヴィアティン三重バスケットボール,https://veertien-basketball.jp/team/players/detail/id=60078?PlayerID=11482,2026-09-24
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4S0003,大西一輝選手 選手一覧,ヴィアティン三重バスケットボール,https://veertien-basketball.jp/team/players/,2026-09-24
Batch 10 Wave 4 (洛南高等学校（学校3/11）),B10W4S0004,大西一輝(バスケ)のプロフィールと経歴！両親や兄弟・姉妹情報も！,ビビッとBリーグ,https://bibitobleague.club/archives/5889,2026-09-24
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1S0001,ワタシノB.LEAGUE選手一覧 | 開志国際高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:開志国際高等学校,2026-09-24
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1S0002,介川アンソニー翔 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000458,2026-09-24
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1S0003,小栗瑛哉 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=42539,2026-09-24
Batch 11 Wave 1 (開志国際高等学校（学校4/11）),B11W1S0004,平良宗龍 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=55000079,2026-09-24
Batch 12 Wave 1 (延岡学園高等学校（学校5/11）),B12W1S0001,ワタシノB.LEAGUE選手一覧 | 延岡学園高等学校,B.LEAGUE,https://www.bleague.jp/mybleague_list/?TagID=35:延岡学園高等学校,2026-09-24
Batch 12 Wave 1 (延岡学園高等学校（学校5/11）),B12W1S0002,榎田拓真 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000177,2026-09-24
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1S0002,藤澤尚之 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000019,2026-09-24
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1S0003,瀬川琉久 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000467,2026-09-24
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1S0004,堀陽稀 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000588,2026-09-24
Batch 13 Wave 1 (東山高等学校（学校6/11）),B13W1S0005,米須玲音 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000022,2026-09-24
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2S0001,岡田侑大 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=18475,2026-09-24
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2S0002,堀田尚秀 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000599,2026-09-24
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2S0003,西部秀馬 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000585,2026-09-24
Batch 13 Wave 2 (東山高等学校（学校6/11）),B13W2S0004,川嶋勇人 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8727,2026-09-24
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1S0002,高島紳司 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=5100000036,2026-09-24
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1S0003,野本建吾 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8486,2026-09-24
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1S0004,大﨑翔太 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30516,2026-09-24
Batch 14 Wave 1 (北陸高等学校（学校7/11）),B14W1S0005,多嶋朝飛 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8507,2026-09-24
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2S0001,松山駿 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=20023,2026-09-24
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2S0002,松本健児リオン 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=10893,2026-09-24
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2S0003,二上耀 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000112,2026-09-24
Batch 14 Wave 2 (北陸高等学校（学校7/11）),B14W2S0004,中村ジャズ 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30510,2026-09-24
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3S0001,寺嶋恭之介 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=32985,2026-09-24
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3S0002,岡田泰希 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=22401,2026-09-24
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3S0003,藤永佳昭 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8736,2026-09-24
Batch 14 Wave 3 (北陸高等学校（学校7/11）),B14W3S0004,篠山竜青 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8484,2026-09-24
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4S0001,髙木慎哉 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30441,2026-09-24
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4S0002,下地秀一郎 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=52466,2026-09-24
Batch 14 Wave 4 (北陸高等学校（学校7/11）),B14W4S0003,小川翔矢 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=49607,2026-09-24
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1S0002,石橋永遠 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=52462,2026-09-24
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1S0003,菊地広人 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000350,2026-09-24
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1S0004,藤井祐眞 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8482,2026-09-24
Batch 15 Wave 1 (藤枝明誠高等学校（学校8/11）),B15W1S0005,富田一成 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=36969,2026-09-24
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2S0001,角野亮伍 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=32982,2026-09-24
Batch 15 Wave 2 (藤枝明誠高等学校（学校8/11）),B15W2S0002,赤間賢人 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000583,2026-09-24
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1S0002,松村竜吾 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000550,2026-09-25
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1S0003,落合知也 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=8648,2026-09-25
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1S0004,陳岡流羽 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000479,2026-09-25
Batch 17 Wave 1 (土浦日本大学高等学校（学校10/11）),B17W1S0005,中野広大 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=10892,2026-09-25
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2S0001,陳岡燈生 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=51000373,2026-09-25
Batch 17 Wave 2 (土浦日本大学高等学校（学校10/11）),B17W2S0002,平岩玄 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=15838,2026-09-25
Batch 18 Wave 1 (八王子学園八王子高等学校（学校11/11）),B18W1S0002,多田武史 選手プロフィール,B.LEAGUE,https://www.bleague.jp/roster_detail/?PlayerID=30457,2026-09-25
